HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EFFDT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~JOBCODE::VARCHAR~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~DESCR::VARCHAR~&~	~&~DESCRSHORT::VARCHAR~&~	~&~BUSINESS_UNIT::VARCHAR~&~	~&~DEPTID::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~STATUS_DT::TIMESTAMP~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~STD_HRS_DEFAULT::DECIMAL~&~	~&~STD_HRS_FREQUENCY::VARCHAR~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00016473'~&~	~&~'1112331600000'~&~	~&~'37C1865A8F7FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004512'~&~	~&~'A'~&~	~&~'Mgr, Lit Iupui & Regional Camp'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016473'~&~	~&~'1120194000000'~&~	~&~'37C1865A8F7EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004512'~&~	~&~'A'~&~	~&~'Mgr. Of Parking Oper'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016603'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FF0E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001480'~&~	~&~'A'~&~	~&~'Neuropsych Technician'~&~	~&~'TECH STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016603'~&~	~&~'1112331600000'~&~	~&~'37C1865A9004E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003960'~&~	~&~'A'~&~	~&~'Neuropsychology Tech'~&~	~&~'TECH STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016955'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F74E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001777'~&~	~&~'A'~&~	~&~'Neuropsychology Technician'~&~	~&~'TECH STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'00016955'~&~	~&~'1120194000000'~&~	~&~'37C1865A8F73E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001777'~&~	~&~'A'~&~	~&~'Neuropsychology Technician'~&~	~&~'CLER STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'00017008'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F97E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00017031'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F76E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001481'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00017031'~&~	~&~'1112331600000'~&~	~&~'37C1865A8F75E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003958'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00017052'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FF1E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002024'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-LIBR'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'00017052'~&~	~&~'1120194000000'~&~	~&~'37C1865A9007E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002024'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-LIBR'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'00017098'~&~	~&~'-2177431200000'~&~	~&~'37C1865A90AFE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002200'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00017149'~&~	~&~'-2177431200000'~&~	~&~'37C1865A907EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001749'~&~	~&~'A'~&~	~&~'Ofc Services Asst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00017149'~&~	~&~'1120194000000'~&~	~&~'37C1865A9092E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001749'~&~	~&~'A'~&~	~&~'Ofc Services Asst Sr'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00017313'~&~	~&~'-2177431200000'~&~	~&~'37C1865A904AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Ofc Services Asst Sr'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00017313'~&~	~&~'1052629200000'~&~	~&~'37C1865A9057E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Ofc Services Asst Sr'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00017659'~&~	~&~'-2177431200000'~&~	~&~'37C1865A904BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001727'~&~	~&~'A'~&~	~&~'Ofc Services Asst Sr'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-AXSV'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00017659'~&~	~&~'1120194000000'~&~	~&~'37C1865A9066E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001727'~&~	~&~'A'~&~	~&~'Office Ser Asst'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-AXSV'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00017659'~&~	~&~'1184040000000'~&~	~&~'37C1865A9070E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001727'~&~	~&~'A'~&~	~&~'Office Ser Asst'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-RPAS'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00017884'~&~	~&~'-2177431200000'~&~	~&~'37C1865A907FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001588'~&~	~&~'A'~&~	~&~'Overtime Only Hrly Staff'~&~	~&~'HRLY OVT'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00017884'~&~	~&~'1112331600000'~&~	~&~'37C1865A9091E080E043814FD881E080'~&~	~&~'1'~&~	~&~'004456'~&~	~&~'A'~&~	~&~'PERF Hourly'~&~	~&~'PERF Hrly'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00017884'~&~	~&~'1120194000000'~&~	~&~'37C1865A9093E080E043814FD881E080'~&~	~&~'1'~&~	~&~'004456'~&~	~&~'A'~&~	~&~'PERF Hourly Staff'~&~	~&~'HRLY STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00018034'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9080E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000104'~&~	~&~'A'~&~	~&~'Parking Lot Attd'~&~	~&~'SUPP STF'~&~	~&~'IUINA'~&~	~&~'IN-PSYC'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00018053'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FF2E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002403'~&~	~&~'A'~&~	~&~'Parking Lot Attd'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00018053'~&~	~&~'1185681600000'~&~	~&~'37C1865A9010E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002403'~&~	~&~'A'~&~	~&~'Parking Lot Attd'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-LARS'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00018526'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9081E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002193'~&~	~&~'A'~&~	~&~'Parking Lot Attd'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00018590'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FF3E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Parking Lot Attndt'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00018785'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F52E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Parking Lot Attndt'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00018785'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F51E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Parking Lot Attndt'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00019192'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F89E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002191'~&~	~&~'A'~&~	~&~'Parking Lot Attndt'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019196'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F39E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001864'~&~	~&~'A'~&~	~&~'Parking Maint Wkr'~&~	~&~'SER STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'19'~&~	~&~]RECORD
RECORD[~&~	~&~'00019196'~&~	~&~'1051765200000'~&~	~&~'37C1865A8F38E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001864'~&~	~&~'A'~&~	~&~'Parking Maintenance Worker'~&~	~&~'SER STF'~&~	~&~'IUBLA'~&~	~&~'BA-BUSS'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'19'~&~	~&~]RECORD
RECORD[~&~	~&~'00019196'~&~	~&~'1120194000000'~&~	~&~'37C1865A8F37E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001864'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-BUSS'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'19'~&~	~&~]RECORD
RECORD[~&~	~&~'00019261'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F46E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019261'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F45E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019694'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F8AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002235'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0E'~&~	~&~]RECORD
RECORD[~&~	~&~'00019760'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FF4E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019760'~&~	~&~'1052629200000'~&~	~&~'37C1865A8FFBE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019811'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F91E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000132'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSS'~&~	~&~]RECORD
RECORD[~&~	~&~'00019967'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F48E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019967'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F47E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00019971'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F4AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002325'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~]RECORD
RECORD[~&~	~&~'00019971'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F49E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002325'~&~	~&~'A'~&~	~&~'Post Doctoral Appointee'~&~	~&~'Pst Dc Apt'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~]RECORD
RECORD[~&~	~&~'00020114'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FF5E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000136'~&~	~&~'A'~&~	~&~'Pur Rep'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-BI'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSX'~&~	~&~]RECORD
RECORD[~&~	~&~'00020114'~&~	~&~'1091336400000'~&~	~&~'37C1865A9001E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000136'~&~	~&~'A'~&~	~&~'Regular Hourly'~&~	~&~'Reg Hrly'~&~	~&~'IUBLA'~&~	~&~'BL-BI'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSX'~&~	~&~]RECORD
RECORD[~&~	~&~'00020178'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F9FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Res Mach I'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00020178'~&~	~&~'1029819600000'~&~	~&~'37C1865A8F9EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002423'~&~	~&~'A'~&~	~&~'Res Mach II'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0E'~&~	~&~]RECORD
RECORD[~&~	~&~'00020179'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9082E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Res Mach II'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00020179'~&~	~&~'1073970000000'~&~	~&~'37C1865A908CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Research Assistant'~&~	~&~'Research A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00020179'~&~	~&~'1074229200000'~&~	~&~'37C1865A908DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Research Assistant'~&~	~&~'Research A'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'1073970000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
